read_name	gene_name	./inst/extdata/mapping2apd bam	./inst/extdata/mapping2cox.bam	./inst/extdata/mapping2dbb.bam	./inst/extdata/mapping2mann.bam	./inst/extdata/mapping2mcf.bam	./inst/extdata/mapping2pgf.bam	./inst/extdata/mapping2qbl.bam	./inst/extdata/mapping2ssto.bam
WTCHG_18627:2:100:3659:15882	HLA-B	NA	0	NA	2	1	0	NA	2
WTCHG_18627:2:100:3769:11535	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:100:3875:5017	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:3933:6853	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:100:3971:19041	HLA-B	NA	2	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:4148:15914	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:100:4304:17807	HLA-B	NA	1	NA	2	2	2	2	2
WTCHG_18627:2:100:4327:1625	HLA-B	NA	0	NA	NA	2	NA	NA	NA
WTCHG_18627:2:100:4364:10337	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:100:4407:10604	HLA-B	NA	0	NA	NA	1	1	NA	NA
WTCHG_18627:2:100:4447:2570	HLA-B	NA	0	NA	2	1	0	NA	2
WTCHG_18627:2:100:4580:16614	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:4591:12181	HLA-B	NA	0	NA	2	0	0	NA	2
WTCHG_18627:2:100:4646:8683	HLA-B	NA	1	NA	2	3	0	3	2
WTCHG_18627:2:100:4769:5958	HLA-B	NA	1	NA	NA	2	0	2	NA
WTCHG_18627:2:100:4905:18151	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:5103:11073	HLA-B	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:100:5133:14073	HLA-B	NA	1	NA	2	2	1	1	2
WTCHG_18627:2:100:5176:17104	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:5291:17154	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:100:5544:4904	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:5558:3529	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:100:5587:5761	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:100:5708:4543	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:5762:16387	HLA-B	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:100:5943:21186	HLA-B	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:100:5947:13051	HLA-B	NA	2	NA	4	3	0	3	4
WTCHG_18627:2:100:5963:7858	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:100:5967:1655	HLA-B	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:6020:3922	HLA-B	NA	NA	NA	NA	NA	2	NA	NA
WTCHG_18627:2:100:6022:1850	HLA-B	NA	0	NA	0	1	1	1	0
WTCHG_18627:2:100:6083:16919	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:100:6118:9587	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:100:6272:17438	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:100:6308:20227	HLA-B	NA	3	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:6421:9391	HLA-B	NA	0	NA	NA	NA	0	0	NA
WTCHG_18627:2:100:6578:13669	HLA-B	NA	0	NA	2	1	0	NA	2
WTCHG_18627:2:100:6600:10933	HLA-B	NA	1	NA	NA	2	0	NA	NA
WTCHG_18627:2:100:6801:4504	HLA-B	NA	1	NA	1	2	0	2	1
WTCHG_18627:2:100:7072:16078	HLA-B	NA	1	NA	2	3	1	3	2
WTCHG_18627:2:100:7136:9984	HLA-B	NA	0	NA	0	1	1	1	0
WTCHG_18627:2:100:7256:17402	HLA-B	NA	0	NA	NA	1	1	NA	NA
WTCHG_18627:2:100:7260:4360	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:7383:21188	HLA-B	NA	1	NA	NA	NA	3	NA	NA
WTCHG_18627:2:100:7447:7389	HLA-B	NA	1	NA	2	3	2	3	2
WTCHG_18627:2:100:7545:5112	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:100:7558:1351	HLA-B	NA	1	NA	1	1	0	1	1
WTCHG_18627:2:100:7674:15353	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:100:7768:8534	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:8105:17999	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:8106:16351	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:100:8286:12123	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:100:8539:20815	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:100:8629:3714	HLA-B	NA	0	NA	1	NA	0	0	1
WTCHG_18627:2:100:8723:20202	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:100:8734:3453	HLA-B	NA	1	NA	2	3	0	3	2
WTCHG_18627:2:100:8796:11089	HLA-B	NA	2	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:8845:12416	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:100:8856:4157	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:8904:19823	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:100:9029:10201	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:9083:15422	HLA-B	NA	2	NA	2	3	0	3	2
WTCHG_18627:2:100:9098:11817	HLA-B	NA	1	NA	2	3	1	3	2
WTCHG_18627:2:100:9160:19609	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:100:9194:17122	HLA-B	NA	1	NA	1	2	2	2	1
WTCHG_18627:2:100:9311:20377	HLA-B	NA	2	NA	3	NA	1	NA	3
WTCHG_18627:2:100:9343:21082	HLA-B	NA	1	NA	NA	2	0	NA	NA
WTCHG_18627:2:100:9378:17774	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:100:9378:5999	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:9461:10680	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:100:9620:11938	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:100:9638:1564	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:100:9652:11643	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:100:9710:12659	HLA-B	NA	1	NA	2	3	2	3	2
WTCHG_18627:2:100:9747:5805	HLA-B	NA	2	NA	NA	NA	0	NA	NA
WTCHG_18627:2:100:9925:15944	HLA-B	NA	0	NA	NA	2	1	NA	NA
WTCHG_18627:2:100:9956:6843	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:100:9997:18562	HLA-B	NA	0	NA	0	2	1	2	0
WTCHG_18627:2:101:1007:7436	HLA-B	NA	1	NA	NA	2	1	NA	NA
WTCHG_18627:2:101:10112:18883	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:101:10158:12793	HLA-B	NA	2	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:10304:10510	HLA-B	NA	0	NA	2	1	0	NA	2
WTCHG_18627:2:101:10316:13136	HLA-B	NA	0	NA	NA	4	NA	NA	NA
WTCHG_18627:2:101:10407:9769	HLA-B	NA	1	NA	1	2	0	2	1
WTCHG_18627:2:101:10516:21158	HLA-B	NA	1	NA	2	3	2	3	2
WTCHG_18627:2:101:10664:18653	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:101:10741:15323	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:10951:17101	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:11054:4480	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:11113:6749	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:101:11158:14139	HLA-B	NA	0	NA	NA	4	3	NA	NA
WTCHG_18627:2:101:11180:7673	HLA-B	NA	0	NA	NA	3	0	3	NA
WTCHG_18627:2:101:11257:12584	HLA-B	NA	1	NA	NA	3	1	3	NA
WTCHG_18627:2:101:11291:4434	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:1131:7850	HLA-B	NA	2	NA	2	3	3	3	2
WTCHG_18627:2:101:11400:3354	HLA-B	NA	1	NA	NA	2	0	NA	NA
WTCHG_18627:2:101:11430:14140	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:11515:8139	HLA-B	NA	1	NA	NA	NA	3	NA	NA
WTCHG_18627:2:101:11603:15506	HLA-B	NA	1	NA	NA	3	1	3	NA
WTCHG_18627:2:101:11776:11410	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:101:11840:4423	HLA-B	NA	2	NA	NA	3	1	NA	NA
WTCHG_18627:2:101:11912:10235	HLA-B	NA	0	NA	NA	3	0	3	NA
WTCHG_18627:2:101:11955:2940	HLA-B	NA	3	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:11959:8489	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:12072:16809	HLA-B	NA	0	NA	NA	4	NA	NA	NA
WTCHG_18627:2:101:12082:10383	HLA-B	NA	0	NA	2	1	0	NA	2
WTCHG_18627:2:101:12102:7844	HLA-B	NA	3	NA	NA	4	3	NA	NA
WTCHG_18627:2:101:12105:18135	HLA-B	NA	0	NA	2	1	0	0	2
WTCHG_18627:2:101:12368:6799	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:12462:14120	HLA-B	NA	0	NA	0	0	NA	0	0
WTCHG_18627:2:101:1256:5451	HLA-B	NA	0	NA	2	4	1	4	2
WTCHG_18627:2:101:12761:1622	HLA-B	NA	0	NA	0	1	2	1	0
WTCHG_18627:2:101:12842:17132	HLA-B	NA	0	NA	1	1	1	1	1
WTCHG_18627:2:101:12858:18119	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:12898:2642	HLA-B	NA	0	NA	2	3	1	3	2
WTCHG_18627:2:101:13023:20284	HLA-B	NA	1	NA	3	2	1	NA	3
WTCHG_18627:2:101:13053:13915	HLA-B	NA	NA	NA	NA	NA	2	NA	NA
WTCHG_18627:2:101:13077:17082	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:13131:17775	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:13166:13696	HLA-B	NA	0	NA	2	4	1	4	2
WTCHG_18627:2:101:13292:7111	HLA-B	NA	0	NA	NA	NA	2	NA	NA
WTCHG_18627:2:101:1347:16414	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:13510:16361	HLA-B	NA	0	NA	NA	3	0	3	NA
WTCHG_18627:2:101:13583:4265	HLA-B	NA	0	NA	0	0	0	0	0
WTCHG_18627:2:101:1371:8278	HLA-B	NA	0	NA	0	1	NA	1	0
WTCHG_18627:2:101:13797:13546	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:13805:8387	HLA-B	NA	0	NA	0	1	NA	1	0
WTCHG_18627:2:101:13870:9083	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:13880:7366	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:101:13915:11088	HLA-B	NA	1	NA	1	2	0	2	1
WTCHG_18627:2:101:14018:10306	HLA-B	NA	0	NA	NA	2	1	NA	NA
WTCHG_18627:2:101:14102:21102	HLA-B	NA	1	NA	NA	2	2	NA	NA
WTCHG_18627:2:101:14206:19298	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:14208:14612	HLA-B	NA	1	NA	NA	2	0	NA	NA
WTCHG_18627:2:101:14386:15629	HLA-B	NA	0	NA	0	2	0	2	0
WTCHG_18627:2:101:14440:11944	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:14488:9204	HLA-B	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:14748:9070	HLA-B	NA	0	NA	NA	3	2	3	NA
WTCHG_18627:2:101:14790:5179	HLA-B	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:101:1502:20664	HLA-B	NA	0	NA	2	1	0	NA	2
WTCHG_18627:2:101:15194:7524	HLA-B	NA	1	NA	1	1	0	1	1
WTCHG_18627:2:101:15232:6499	HLA-B	NA	3	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:15409:13428	HLA-B	NA	1	NA	2	3	1	3	2
WTCHG_18627:2:101:15442:4601	HLA-B	NA	0	NA	NA	3	2	NA	NA
WTCHG_18627:2:101:1545:9058	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:15471:14402	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:15500:19341	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:15575:14868	HLA-B	NA	2	NA	4	3	0	3	4
WTCHG_18627:2:101:1564:17792	HLA-B	NA	1	NA	2	3	0	3	2
WTCHG_18627:2:101:15700:13080	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:15757:12150	HLA-B	NA	0	NA	2	2	2	NA	2
WTCHG_18627:2:101:15884:3641	HLA-B	NA	2	NA	2	2	3	2	2
WTCHG_18627:2:101:15898:6551	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:15962:2127	HLA-B	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:16113:15051	HLA-B	NA	2	NA	NA	NA	2	NA	NA
WTCHG_18627:2:101:16155:11609	HLA-B	NA	0	NA	NA	4	NA	NA	NA
WTCHG_18627:2:101:16188:3356	HLA-B	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:16337:10441	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:101:1640:11718	HLA-B	NA	0	NA	NA	2	NA	NA	NA
WTCHG_18627:2:101:16457:20658	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:101:16465:13318	HLA-B	NA	0	NA	NA	3	0	3	NA
WTCHG_18627:2:101:16527:11394	HLA-B	NA	1	NA	1	2	1	2	1
WTCHG_18627:2:101:16975:13105	HLA-B	NA	2	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:17025:17926	HLA-B	NA	0	NA	1	NA	0	0	1
WTCHG_18627:2:101:17028:12692	HLA-B	NA	0	NA	3	2	2	2	NA
WTCHG_18627:2:101:17083:6417	HLA-B	NA	1	NA	1	2	0	2	1
WTCHG_18627:2:101:17200:17501	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:1721:5100	HLA-B	NA	1	NA	1	1	1	1	1
WTCHG_18627:2:101:17256:13881	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:101:17257:5089	HLA-B	NA	1	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:17377:2117	HLA-B	NA	1	NA	3	2	1	NA	3
WTCHG_18627:2:101:17505:9056	HLA-B	NA	1	NA	1	2	0	2	1
WTCHG_18627:2:101:17712:20512	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:17810:10418	HLA-B	NA	0	NA	2	1	0	NA	2
WTCHG_18627:2:101:17952:14308	HLA-B	NA	0	NA	NA	1	1	NA	NA
WTCHG_18627:2:101:17992:8856	HLA-B	NA	2	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:18096:9656	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:18128:1598	HLA-B	NA	0	NA	1	1	0	1	1
WTCHG_18627:2:101:18260:12684	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:18351:5764	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:18356:12408	HLA-B	NA	1	NA	NA	2	2	NA	NA
WTCHG_18627:2:101:1848:18876	HLA-B	NA	0	NA	1	1	1	1	1
WTCHG_18627:2:101:18534:7462	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:18792:2464	HLA-B	NA	1	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:18883:9279	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:18985:9280	HLA-B	NA	1	NA	2	3	0	3	2
WTCHG_18627:2:101:19044:12092	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:101:19300:1698	HLA-B	NA	2	NA	NA	NA	0	NA	NA
WTCHG_18627:2:101:19362:15044	HLA-B	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:19456:12042	HLA-B	NA	1	NA	NA	2	0	2	NA
WTCHG_18627:2:101:19510:5160	HLA-B	NA	3	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:2025:15010	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:101:2089:19898	HLA-B	NA	0	NA	NA	NA	2	NA	NA
WTCHG_18627:2:101:2092:2253	HLA-B	NA	0	NA	NA	NA	2	NA	NA
WTCHG_18627:2:101:2098:6885	HLA-B	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:101:2197:1237	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:101:2389:1602	HLA-B	NA	1	NA	2	3	1	3	2
WTCHG_18627:2:101:2540:4447	HLA-B	NA	1	NA	1	3	1	3	1
WTCHG_18627:2:101:2590:5331	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:101:2726:17798	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:101:2757:20901	HLA-B	NA	0	NA	NA	3	NA	NA	NA
WTCHG_18627:2:101:3205:8839	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:101:3223:13620	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:3327:20494	HLA-B	NA	0	NA	NA	2	NA	NA	NA
WTCHG_18627:2:101:3481:21295	HLA-B	NA	0	NA	NA	NA	NA	2	NA
WTCHG_18627:2:101:3729:4851	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:3817:20891	HLA-B	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:101:3829:3315	HLA-B	NA	1	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:3869:10237	HLA-B	NA	1	NA	2	3	2	3	2
WTCHG_18627:2:101:3948:11274	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:101:4180:14296	HLA-B	NA	1	NA	NA	3	1	NA	NA
WTCHG_18627:2:101:4203:1483	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:101:4257:12387	HLA-B	NA	1	NA	NA	2	0	NA	NA
WTCHG_18627:2:101:4303:9967	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:101:4467:12161	HLA-B	NA	0	NA	NA	3	2	NA	NA
WTCHG_18627:2:101:4479:17380	HLA-B	NA	0	NA	2	1	0	NA	2
WTCHG_18627:2:101:4516:13196	HLA-B	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:101:4531:13287	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:4604:10187	HLA-B	NA	1	NA	NA	2	1	NA	NA
WTCHG_18627:2:101:4683:13542	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:4849:15642	HLA-B	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:101:4864:19567	HLA-B	NA	0	NA	2	1	0	NA	2
WTCHG_18627:2:101:5466:14368	HLA-B	NA	1	NA	1	2	0	2	1
WTCHG_18627:2:101:5481:9099	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:5516:14835	HLA-B	NA	1	NA	NA	2	0	NA	NA
WTCHG_18627:2:101:5521:15566	HLA-B	NA	0	NA	1	1	0	1	1
WTCHG_18627:2:101:5690:14776	HLA-B	NA	0	NA	NA	NA	2	NA	NA
WTCHG_18627:2:101:5848:12378	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:101:6227:16831	HLA-B	NA	0	NA	NA	NA	2	NA	NA
WTCHG_18627:2:101:6305:1228	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:6310:18450	HLA-B	NA	1	NA	2	3	1	3	2
WTCHG_18627:2:101:6375:9049	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:6488:9224	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:6562:19996	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:101:6650:18175	HLA-B	NA	1	NA	NA	3	0	3	NA
WTCHG_18627:2:101:7041:10443	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:101:7279:12207	HLA-B	NA	0	NA	0	1	1	1	0
WTCHG_18627:2:101:7381:4302	HLA-B	NA	0	NA	2	1	1	NA	2
WTCHG_18627:2:101:7510:9748	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:101:7631:15080	HLA-B	NA	2	NA	NA	4	2	4	NA
WTCHG_18627:2:101:7716:5863	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:7791:9204	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:7905:20038	HLA-B	NA	0	NA	0	0	NA	0	0
WTCHG_18627:2:101:7969:1411	HLA-B	NA	1	NA	NA	NA	3	NA	NA
WTCHG_18627:2:101:8137:2089	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:101:8168:18362	HLA-B	NA	1	NA	2	3	0	3	2
WTCHG_18627:2:101:8292:8382	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:101:8393:3476	HLA-B	NA	1	NA	3	2	1	NA	3
WTCHG_18627:2:101:8448:18394	HLA-B	NA	1	NA	2	3	2	3	2
WTCHG_18627:2:101:8551:4720	HLA-B	NA	0	NA	NA	1	1	NA	NA
WTCHG_18627:2:101:8562:20735	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:8628:14602	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:101:8688:18814	HLA-B	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:8765:18653	HLA-B	NA	1	NA	2	3	2	3	2
WTCHG_18627:2:101:8792:17650	HLA-B	NA	0	NA	NA	2	1	2	NA
WTCHG_18627:2:101:8879:4545	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:101:8991:17438	HLA-B	NA	0	NA	2	1	0	NA	2
WTCHG_18627:2:101:9004:10572	HLA-B	NA	1	NA	1	2	1	1	1
WTCHG_18627:2:101:9069:14367	HLA-B	NA	0	NA	2	2	2	NA	2
WTCHG_18627:2:101:9084:5066	HLA-B	NA	0	NA	NA	3	NA	NA	NA
WTCHG_18627:2:101:9131:9797	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:9188:19027	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:101:9281:21075	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:101:9284:19513	HLA-B	NA	1	NA	2	3	1	3	2
WTCHG_18627:2:101:9467:10909	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:101:9520:5200	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:101:9575:21049	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:101:9620:15975	HLA-B	NA	0	NA	NA	3	0	3	NA
WTCHG_18627:2:101:9712:12212	HLA-B	NA	0	NA	NA	2	0	2	NA
WTCHG_18627:2:102:10023:7141	HLA-B	NA	0	NA	0	1	1	1	0
WTCHG_18627:2:102:10087:5012	HLA-B	NA	0	NA	0	1	1	1	0
WTCHG_18627:2:102:10099:1880	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:10104:18091	HLA-B	NA	0	NA	NA	2	0	NA	NA
WTCHG_18627:2:102:10227:2011	HLA-B	NA	0	NA	NA	0	NA	0	NA
WTCHG_18627:2:102:10313:3376	HLA-B	NA	0	NA	NA	1	NA	1	NA
WTCHG_18627:2:102:10327:20307	HLA-B	NA	0	NA	NA	2	NA	NA	NA
WTCHG_18627:2:102:10328:18470	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:102:10413:16432	HLA-B	NA	0	NA	NA	1	0	1	NA
WTCHG_18627:2:102:10644:6030	HLA-B	NA	0	NA	NA	2	1	NA	NA
WTCHG_18627:2:102:10743:6416	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:102:10763:20924	HLA-B	NA	0	NA	NA	NA	0	0	NA
WTCHG_18627:2:102:1079:7049	HLA-B	NA	0	NA	1	2	1	2	1
WTCHG_18627:2:102:10869:17984	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:10911:11435	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:11136:19721	HLA-B	NA	2	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:11139:13588	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:102:11145:7001	HLA-B	NA	0	NA	NA	3	0	3	NA
WTCHG_18627:2:102:11205:10004	HLA-B	NA	1	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:11267:10463	HLA-B	NA	2	NA	3	NA	2	NA	3
WTCHG_18627:2:102:11341:19362	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:11362:19257	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:102:11495:12634	HLA-B	NA	0	NA	NA	4	NA	NA	NA
WTCHG_18627:2:102:11506:6992	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:102:11556:10762	HLA-B	NA	0	NA	NA	NA	NA	NA	NA
WTCHG_18627:2:102:11599:5901	HLA-B	NA	0	NA	0	1	1	1	0
WTCHG_18627:2:102:11617:10429	HLA-B	NA	1	NA	1	2	2	2	1
WTCHG_18627:2:102:1174:17389	HLA-B	NA	NA	NA	NA	NA	0	NA	NA
WTCHG_18627:2:102:11751:15115	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:102:11784:10283	HLA-B	NA	0	NA	0	1	0	1	0
WTCHG_18627:2:102:11868:18412	HLA-B	NA	1	NA	NA	NA	1	NA	NA
WTCHG_18627:2:102:11899:5458	HLA-B	NA	0	NA	NA	1	0	NA	NA
WTCHG_18627:2:102:11943:6686	HLA-B	NA	0	NA	NA	3	0	3	NA
WTCHG_18627:2:102:12071:4484	HLA-B	NA	0	NA	1	2	0	2	1
WTCHG_18627:2:102:12093:11459	HLA-B	NA	0	NA	2	2	0	0	2
WTCHG_18627:2:102:12114:2461	HLA-B	NA	0	NA	NA	0	NA	0	NA
WTCHG_18627:2:102:12169:6930	HLA-B	NA	1	NA	NA	NA	NA	4	NA
